filename,category,category_id,split
CNT-Matrix-0050.tif,Matrix,2,train
CNT-Cluster-0223.tif,Cluster,1,train
CNT-MatrixSurface-0398.tif,MatrixSurface,3,train
CNT-MatrixSurface-0268.tif,MatrixSurface,3,train
CNT-MatrixSurface-0365.tif,MatrixSurface,3,train
CNT-MatrixSurface-0067.tif,MatrixSurface,3,train
CNT-MatrixSurface-0185.tif,MatrixSurface,3,train
CNT-MatrixSurface-0068.tif,MatrixSurface,3,train
CNT-Fiber-0159.tif,Fiber,0,train
CNT-Matrix-0099.tif,Matrix,2,train
CNT-Cluster-0362.tif,Cluster,1,train
CNT-Fiber-0028.tif,Fiber,0,train
CNT-Cluster-0067.tif,Cluster,1,train
CNT-Fiber-0082.tif,Fiber,0,train
CNT-MatrixSurface-0054.tif,MatrixSurface,3,train
CNT-MatrixSurface-0408.tif,MatrixSurface,3,train
CNT-Fiber-0304.tif,Fiber,0,train
CNT-Fiber-0449.tif,Fiber,0,train
CNT-MatrixSurface-0136.tif,MatrixSurface,3,train
CNT-Matrix-0374.tif,Matrix,2,train
CNT-MatrixSurface-0060.tif,MatrixSurface,3,train
CNT-Fiber-0202.tif,Fiber,0,train
CNT-Cluster-0104.tif,Cluster,1,train
CNT-MatrixSurface-0219.tif,MatrixSurface,3,train
CNT-Fiber-0124.tif,Fiber,0,train
CNT-Cluster-0020.tif,Cluster,1,train
CNT-Cluster-0240.tif,Cluster,1,train
CNT-Fiber-0266.tif,Fiber,0,train
CNT-Fiber-0237.tif,Fiber,0,train
CNT-MatrixSurface-0145.tif,MatrixSurface,3,train
CNT-MatrixSurface-0277.tif,MatrixSurface,3,train
CNT-Matrix-0207.tif,Matrix,2,train
CNT-Cluster-0059.tif,Cluster,1,train
CNT-Matrix-0300.tif,Matrix,2,train
CNT-Fiber-0143.tif,Fiber,0,train
CNT-Fiber-0426.tif,Fiber,0,train
CNT-Cluster-0454.tif,Cluster,1,train
CNT-Fiber-0324.tif,Fiber,0,train
CNT-Fiber-0356.tif,Fiber,0,train
CNT-Cluster-0441.tif,Cluster,1,train
CNT-Cluster-0319.tif,Cluster,1,train
CNT-Matrix-0033.tif,Matrix,2,train
CNT-Fiber-0011.tif,Fiber,0,train
CNT-Matrix-0126.tif,Matrix,2,train
CNT-Fiber-0001.tif,Fiber,0,train
CNT-Fiber-0446.tif,Fiber,0,train
CNT-Fiber-0365.tif,Fiber,0,train
CNT-MatrixSurface-0023.tif,MatrixSurface,3,train
CNT-Fiber-0078.tif,Fiber,0,train
CNT-Fiber-0037.tif,Fiber,0,train
CNT-MatrixSurface-0409.tif,MatrixSurface,3,train
CNT-MatrixSurface-0204.tif,MatrixSurface,3,train
CNT-Fiber-0264.tif,Fiber,0,train
CNT-Fiber-0379.tif,Fiber,0,train
CNT-Fiber-0179.tif,Fiber,0,train
CNT-Cluster-0167.tif,Cluster,1,train
CNT-Cluster-0459.tif,Cluster,1,train
CNT-Cluster-0019.tif,Cluster,1,train
CNT-Cluster-0436.tif,Cluster,1,train
CNT-Cluster-0232.tif,Cluster,1,train
CNT-MatrixSurface-0120.tif,MatrixSurface,3,train
CNT-Matrix-0215.tif,Matrix,2,train
CNT-MatrixSurface-0010.tif,MatrixSurface,3,train
CNT-Fiber-0370.tif,Fiber,0,train
CNT-Fiber-0107.tif,Fiber,0,train
CNT-Matrix-0138.tif,Matrix,2,train
CNT-Cluster-0126.tif,Cluster,1,train
CNT-Fiber-0243.tif,Fiber,0,train
CNT-Fiber-0256.tif,Fiber,0,train
CNT-MatrixSurface-0350.tif,MatrixSurface,3,train
CNT-Cluster-0144.tif,Cluster,1,train
CNT-MatrixSurface-0220.tif,MatrixSurface,3,train
CNT-Cluster-0119.tif,Cluster,1,train
CNT-Fiber-0444.tif,Fiber,0,train
CNT-Cluster-0243.tif,Cluster,1,train
CNT-Matrix-0131.tif,Matrix,2,train
CNT-Matrix-0270.tif,Matrix,2,train
CNT-Fiber-0088.tif,Fiber,0,train
CNT-Matrix-0003.tif,Matrix,2,train
CNT-Fiber-0313.tif,Fiber,0,train
CNT-MatrixSurface-0240.tif,MatrixSurface,3,train
CNT-Cluster-0148.tif,Cluster,1,train
CNT-Cluster-0032.tif,Cluster,1,train
CNT-Cluster-0228.tif,Cluster,1,train
CNT-Matrix-0206.tif,Matrix,2,train
CNT-Cluster-0419.tif,Cluster,1,train
CNT-MatrixSurface-0454.tif,MatrixSurface,3,train
CNT-Matrix-0358.tif,Matrix,2,train
CNT-Matrix-0149.tif,Matrix,2,train
CNT-Fiber-0413.tif,Fiber,0,train
CNT-Cluster-0386.tif,Cluster,1,train
CNT-MatrixSurface-0007.tif,MatrixSurface,3,train
CNT-Fiber-0395.tif,Fiber,0,train
CNT-Fiber-0223.tif,Fiber,0,train
CNT-Fiber-0441.tif,Fiber,0,train
CNT-Fiber-0261.tif,Fiber,0,train
CNT-Matrix-0229.tif,Matrix,2,train
CNT-Fiber-0102.tif,Fiber,0,train
CNT-MatrixSurface-0201.tif,MatrixSurface,3,train
CNT-MatrixSurface-0411.tif,MatrixSurface,3,train
CNT-Matrix-0007.tif,Matrix,2,train
CNT-Matrix-0011.tif,Matrix,2,train
CNT-Matrix-0034.tif,Matrix,2,train
CNT-Cluster-0424.tif,Cluster,1,train
CNT-Fiber-0228.tif,Fiber,0,train
CNT-Matrix-0243.tif,Matrix,2,train
CNT-Fiber-0417.tif,Fiber,0,train
CNT-Matrix-0258.tif,Matrix,2,train
CNT-Cluster-0201.tif,Cluster,1,train
CNT-Fiber-0272.tif,Fiber,0,train
CNT-Matrix-0291.tif,Matrix,2,train
CNT-Matrix-0430.tif,Matrix,2,train
CNT-Fiber-0340.tif,Fiber,0,train
CNT-Matrix-0046.tif,Matrix,2,train
CNT-Matrix-0120.tif,Matrix,2,train
CNT-MatrixSurface-1273.tif,MatrixSurface,3,train
CNT-MatrixSurface-0371.tif,MatrixSurface,3,train
CNT-MatrixSurface-0216.tif,MatrixSurface,3,train
CNT-Matrix-0183.tif,Matrix,2,train
CNT-Matrix-0177.tif,Matrix,2,train
CNT-Fiber-0141.tif,Fiber,0,train
CNT-Matrix-0123.tif,Matrix,2,train
CNT-Cluster-0009.tif,Cluster,1,train
CNT-MatrixSurface-0128.tif,MatrixSurface,3,train
CNT-Fiber-0428.tif,Fiber,0,train
CNT-Fiber-0095.tif,Fiber,0,train
CNT-Cluster-0120.tif,Cluster,1,train
CNT-MatrixSurface-0031.tif,MatrixSurface,3,train
CNT-Cluster-0081.tif,Cluster,1,train
CNT-Cluster-0006.tif,Cluster,1,train
CNT-Cluster-0266.tif,Cluster,1,train
CNT-MatrixSurface-0316.tif,MatrixSurface,3,train
CNT-Cluster-0046.tif,Cluster,1,train
CNT-Cluster-0096.tif,Cluster,1,train
CNT-Fiber-0451.tif,Fiber,0,train
CNT-MatrixSurface-0374.tif,MatrixSurface,3,train
CNT-Fiber-0287.tif,Fiber,0,train
CNT-Fiber-0072.tif,Fiber,0,train
CNT-Fiber-0024.tif,Fiber,0,train
CNT-Cluster-0174.tif,Cluster,1,train
CNT-MatrixSurface-0346.tif,MatrixSurface,3,train
CNT-Cluster-0393.tif,Cluster,1,train
CNT-Fiber-0386.tif,Fiber,0,train
CNT-MatrixSurface-0342.tif,MatrixSurface,3,train
CNT-Fiber-0129.tif,Fiber,0,train
CNT-Fiber-0115.tif,Fiber,0,train
CNT-Matrix-0042.tif,Matrix,2,train
CNT-Matrix-0082.tif,Matrix,2,train
CNT-Fiber-0321.tif,Fiber,0,train
CNT-Cluster-0371.tif,Cluster,1,train
CNT-Matrix-0280.tif,Matrix,2,train
CNT-Cluster-0192.tif,Cluster,1,train
CNT-Fiber-0077.tif,Fiber,0,train
CNT-Fiber-0133.tif,Fiber,0,train
CNT-Matrix-0076.tif,Matrix,2,train
CNT-Fiber-0032.tif,Fiber,0,train
CNT-Matrix-0220.tif,Matrix,2,train
CNT-Fiber-0101.tif,Fiber,0,train
CNT-MatrixSurface-0123.tif,MatrixSurface,3,train
CNT-Matrix-0088.tif,Matrix,2,train
CNT-MatrixSurface-0033.tif,MatrixSurface,3,train
CNT-Fiber-0455.tif,Fiber,0,train
CNT-MatrixSurface-0326.tif,MatrixSurface,3,train
CNT-MatrixSurface-0343.tif,MatrixSurface,3,train
CNT-Fiber-0108.tif,Fiber,0,train
CNT-Matrix-0377.tif,Matrix,2,train
CNT-MatrixSurface-0337.tif,MatrixSurface,3,train
CNT-MatrixSurface-0157.tif,MatrixSurface,3,train
CNT-MatrixSurface-0427.tif,MatrixSurface,3,train
CNT-Cluster-0740.tif,Cluster,1,train
CNT-Fiber-0009.tif,Fiber,0,train
CNT-Matrix-0386.tif,Matrix,2,train
CNT-Fiber-0039.tif,Fiber,0,train
CNT-Cluster-0090.tif,Cluster,1,train
CNT-Fiber-0431.tif,Fiber,0,train
CNT-Fiber-0382.tif,Fiber,0,train
CNT-Matrix-0134.tif,Matrix,2,train
CNT-Fiber-0096.tif,Fiber,0,train
CNT-Fiber-0043.tif,Fiber,0,train
CNT-Fiber-0244.tif,Fiber,0,train
CNT-Fiber-0383.tif,Fiber,0,train
CNT-Matrix-0175.tif,Matrix,2,train
CNT-Matrix-0309.tif,Matrix,2,train
CNT-Cluster-0443.tif,Cluster,1,train
CNT-Fiber-0086.tif,Fiber,0,train
CNT-Fiber-0387.tif,Fiber,0,train
CNT-Cluster-0399.tif,Cluster,1,train
CNT-MatrixSurface-0034.tif,MatrixSurface,3,train
CNT-Fiber-0184.tif,Fiber,0,train
CNT-Matrix-0366.tif,Matrix,2,train
CNT-MatrixSurface-0009.tif,MatrixSurface,3,train
CNT-Cluster-0172.tif,Cluster,1,train
CNT-Fiber-0327.tif,Fiber,0,train
CNT-Cluster-0072.tif,Cluster,1,train
CNT-Fiber-0320.tif,Fiber,0,train
CNT-Fiber-0105.tif,Fiber,0,train
CNT-Matrix-0226.tif,Matrix,2,train
CNT-Matrix-0296.tif,Matrix,2,train
CNT-MatrixSurface-0224.tif,MatrixSurface,3,train
CNT-MatrixSurface-0187.tif,MatrixSurface,3,train
CNT-MatrixSurface-0169.tif,MatrixSurface,3,train
CNT-Matrix-0355.tif,Matrix,2,train
CNT-Fiber-0142.tif,Fiber,0,train
CNT-Matrix-0111.tif,Matrix,2,train
CNT-MatrixSurface-0244.tif,MatrixSurface,3,train
CNT-Fiber-0335.tif,Fiber,0,train
CNT-Cluster-0141.tif,Cluster,1,train
CNT-Matrix-0039.tif,Matrix,2,train
CNT-MatrixSurface-0146.tif,MatrixSurface,3,train
CNT-Cluster-0221.tif,Cluster,1,train
CNT-Matrix-0015.tif,Matrix,2,train
CNT-Cluster-0751.tif,Cluster,1,train
CNT-Matrix-0354.tif,Matrix,2,train
CNT-Cluster-0755.tif,Cluster,1,train
CNT-MatrixSurface-0151.tif,MatrixSurface,3,train
CNT-Cluster-0124.tif,Cluster,1,train
CNT-Matrix-0200.tif,Matrix,2,train
CNT-Fiber-0218.tif,Fiber,0,train
CNT-MatrixSurface-0436.tif,MatrixSurface,3,train
CNT-MatrixSurface-0264.tif,MatrixSurface,3,train
CNT-Cluster-0099.tif,Cluster,1,train
CNT-Cluster-0073.tif,Cluster,1,train
CNT-MatrixSurface-0019.tif,MatrixSurface,3,train
CNT-Matrix-0116.tif,Matrix,2,train
CNT-Matrix-0401.tif,Matrix,2,train
CNT-Fiber-0305.tif,Fiber,0,train
CNT-Cluster-0056.tif,Cluster,1,train
CNT-Matrix-0324.tif,Matrix,2,train
CNT-MatrixSurface-0297.tif,MatrixSurface,3,train
CNT-MatrixSurface-1261.tif,MatrixSurface,3,train
CNT-Matrix-0167.tif,Matrix,2,train
CNT-Fiber-0461.tif,Fiber,0,train
CNT-MatrixSurface-0134.tif,MatrixSurface,3,train
CNT-MatrixSurface-0303.tif,MatrixSurface,3,train
CNT-Cluster-0195.tif,Cluster,1,train
CNT-Matrix-0288.tif,Matrix,2,train
CNT-Cluster-0359.tif,Cluster,1,train
CNT-Fiber-0155.tif,Fiber,0,train
CNT-Cluster-0064.tif,Cluster,1,train
CNT-Matrix-0286.tif,Matrix,2,train
CNT-Cluster-0324.tif,Cluster,1,train
CNT-Fiber-0147.tif,Fiber,0,train
CNT-MatrixSurface-0320.tif,MatrixSurface,3,train
CNT-Matrix-0436.tif,Matrix,2,train
CNT-Matrix-0062.tif,Matrix,2,train
CNT-Cluster-0166.tif,Cluster,1,train
CNT-Fiber-0174.tif,Fiber,0,train
CNT-Cluster-0342.tif,Cluster,1,train
CNT-Fiber-0070.tif,Fiber,0,train
CNT-Cluster-0042.tif,Cluster,1,train
CNT-Matrix-0424.tif,Matrix,2,train
CNT-Fiber-0459.tif,Fiber,0,train
CNT-Matrix-0356.tif,Matrix,2,train
CNT-Matrix-0187.tif,Matrix,2,train
CNT-Fiber-0259.tif,Fiber,0,train
CNT-MatrixSurface-0144.tif,MatrixSurface,3,train
CNT-MatrixSurface-1260.tif,MatrixSurface,3,train
CNT-Matrix-0225.tif,Matrix,2,train
CNT-Fiber-0158.tif,Fiber,0,train
CNT-Cluster-0411.tif,Cluster,1,train
CNT-Cluster-0050.tif,Cluster,1,train
CNT-Cluster-0735.tif,Cluster,1,train
CNT-Cluster-0003.tif,Cluster,1,train
CNT-Fiber-0450.tif,Fiber,0,train
CNT-MatrixSurface-0439.tif,MatrixSurface,3,train
CNT-Matrix-0122.tif,Matrix,2,train
CNT-Cluster-0331.tif,Cluster,1,train
CNT-Matrix-0125.tif,Matrix,2,train
CNT-Cluster-0308.tif,Cluster,1,train
CNT-Fiber-0250.tif,Fiber,0,train
CNT-Fiber-0134.tif,Fiber,0,train
CNT-MatrixSurface-1281.tif,MatrixSurface,3,train
CNT-Fiber-0104.tif,Fiber,0,train
CNT-Cluster-0025.tif,Cluster,1,train
CNT-Fiber-0253.tif,Fiber,0,train
CNT-MatrixSurface-0203.tif,MatrixSurface,3,train
CNT-Cluster-0434.tif,Cluster,1,train
CNT-Matrix-0383.tif,Matrix,2,train
CNT-Cluster-0257.tif,Cluster,1,train
CNT-Matrix-0316.tif,Matrix,2,train
CNT-Matrix-0049.tif,Matrix,2,train
CNT-Matrix-0066.tif,Matrix,2,train
CNT-MatrixSurface-0388.tif,MatrixSurface,3,train
CNT-Matrix-0113.tif,Matrix,2,train
CNT-Cluster-0079.tif,Cluster,1,train
CNT-Fiber-0219.tif,Fiber,0,train
CNT-MatrixSurface-0361.tif,MatrixSurface,3,train
CNT-Matrix-0341.tif,Matrix,2,train
CNT-Fiber-0278.tif,Fiber,0,train
CNT-Cluster-0125.tif,Cluster,1,train
CNT-Matrix-0256.tif,Matrix,2,train
CNT-Matrix-0317.tif,Matrix,2,train
CNT-Cluster-0310.tif,Cluster,1,train
CNT-Matrix-0448.tif,Matrix,2,train
CNT-Cluster-0354.tif,Cluster,1,train
CNT-Matrix-0021.tif,Matrix,2,train
CNT-MatrixSurface-0360.tif,MatrixSurface,3,train
CNT-Fiber-0205.tif,Fiber,0,train
CNT-Fiber-0390.tif,Fiber,0,train
CNT-MatrixSurface-0304.tif,MatrixSurface,3,train
CNT-Matrix-0446.tif,Matrix,2,train
CNT-Matrix-0394.tif,Matrix,2,train
CNT-Fiber-0331.tif,Fiber,0,train
CNT-MatrixSurface-0179.tif,MatrixSurface,3,train
CNT-Cluster-0303.tif,Cluster,1,train
CNT-Fiber-0012.tif,Fiber,0,train
CNT-Matrix-0295.tif,Matrix,2,train
CNT-MatrixSurface-0460.tif,MatrixSurface,3,train
CNT-Cluster-0062.tif,Cluster,1,train
CNT-Fiber-0194.tif,Fiber,0,train
CNT-Fiber-0267.tif,Fiber,0,train
CNT-Fiber-0367.tif,Fiber,0,train
CNT-Matrix-0162.tif,Matrix,2,train
CNT-MatrixSurface-0331.tif,MatrixSurface,3,train
CNT-Fiber-0257.tif,Fiber,0,train
CNT-Fiber-0216.tif,Fiber,0,train
CNT-Fiber-0220.tif,Fiber,0,train
CNT-Matrix-0093.tif,Matrix,2,train
CNT-Cluster-0045.tif,Cluster,1,train
CNT-Matrix-0090.tif,Matrix,2,train
CNT-Cluster-0397.tif,Cluster,1,train
CNT-Cluster-0161.tif,Cluster,1,train
CNT-MatrixSurface-0152.tif,MatrixSurface,3,train
CNT-MatrixSurface-0138.tif,MatrixSurface,3,train
CNT-Fiber-0392.tif,Fiber,0,train
CNT-Cluster-0130.tif,Cluster,1,train
CNT-Fiber-0149.tif,Fiber,0,train
CNT-Matrix-0253.tif,Matrix,2,train
CNT-MatrixSurface-0377.tif,MatrixSurface,3,train
CNT-Matrix-0342.tif,Matrix,2,train
CNT-Fiber-0355.tif,Fiber,0,train
CNT-Matrix-0025.tif,Matrix,2,train
CNT-Fiber-0166.tif,Fiber,0,train
CNT-Matrix-0387.tif,Matrix,2,train
CNT-Cluster-0754.tif,Cluster,1,train
CNT-Matrix-0418.tif,Matrix,2,train
CNT-MatrixSurface-0039.tif,MatrixSurface,3,train
CNT-MatrixSurface-0289.tif,MatrixSurface,3,train
CNT-Cluster-0734.tif,Cluster,1,train
CNT-Fiber-0368.tif,Fiber,0,train
CNT-Cluster-0730.tif,Cluster,1,train
CNT-Fiber-0106.tif,Fiber,0,train
CNT-MatrixSurface-1270.tif,MatrixSurface,3,train
CNT-MatrixSurface-0421.tif,MatrixSurface,3,train
CNT-Fiber-0397.tif,Fiber,0,train
CNT-MatrixSurface-0418.tif,MatrixSurface,3,train
CNT-Cluster-0752.tif,Cluster,1,train
CNT-MatrixSurface-0197.tif,MatrixSurface,3,train
CNT-Cluster-0175.tif,Cluster,1,train
CNT-Cluster-0196.tif,Cluster,1,train
CNT-Cluster-0322.tif,Cluster,1,train
CNT-Cluster-0242.tif,Cluster,1,train
CNT-MatrixSurface-0125.tif,MatrixSurface,3,train
CNT-Cluster-0414.tif,Cluster,1,train
CNT-Cluster-0731.tif,Cluster,1,train
CNT-MatrixSurface-0391.tif,MatrixSurface,3,train
CNT-MatrixSurface-0127.tif,MatrixSurface,3,train
CNT-Fiber-0432.tif,Fiber,0,train
CNT-Matrix-0322.tif,Matrix,2,train
CNT-Fiber-0132.tif,Fiber,0,train
CNT-MatrixSurface-0364.tif,MatrixSurface,3,train
CNT-Fiber-0410.tif,Fiber,0,train
CNT-Cluster-0409.tif,Cluster,1,train
CNT-MatrixSurface-0199.tif,MatrixSurface,3,train
CNT-MatrixSurface-0456.tif,MatrixSurface,3,train
CNT-MatrixSurface-0115.tif,MatrixSurface,3,train
CNT-Fiber-0122.tif,Fiber,0,train
CNT-MatrixSurface-0379.tif,MatrixSurface,3,train
CNT-Cluster-0208.tif,Cluster,1,train
CNT-Cluster-0246.tif,Cluster,1,train
CNT-Cluster-0255.tif,Cluster,1,train
CNT-Fiber-0400.tif,Fiber,0,train
CNT-Matrix-0121.tif,Matrix,2,train
CNT-Matrix-0410.tif,Matrix,2,train
CNT-MatrixSurface-0116.tif,MatrixSurface,3,train
CNT-Matrix-0110.tif,Matrix,2,train
CNT-MatrixSurface-0458.tif,MatrixSurface,3,train
CNT-MatrixSurface-0239.tif,MatrixSurface,3,train
CNT-Fiber-0121.tif,Fiber,0,train
CNT-Cluster-0291.tif,Cluster,1,train
CNT-Matrix-0311.tif,Matrix,2,train
CNT-Cluster-0216.tif,Cluster,1,train
CNT-Fiber-0200.tif,Fiber,0,train
CNT-Matrix-0142.tif,Matrix,2,train
CNT-MatrixSurface-0296.tif,MatrixSurface,3,train
CNT-Cluster-0380.tif,Cluster,1,train
CNT-Fiber-0406.tif,Fiber,0,train
CNT-Matrix-0455.tif,Matrix,2,train
CNT-Matrix-0321.tif,Matrix,2,train
CNT-Fiber-0145.tif,Fiber,0,train
CNT-Fiber-0381.tif,Fiber,0,train
CNT-MatrixSurface-0162.tif,MatrixSurface,3,train
CNT-MatrixSurface-0156.tif,MatrixSurface,3,train
CNT-MatrixSurface-0367.tif,MatrixSurface,3,train
CNT-Matrix-0441.tif,Matrix,2,train
CNT-Cluster-0087.tif,Cluster,1,train
CNT-Fiber-0109.tif,Fiber,0,train
CNT-MatrixSurface-0437.tif,MatrixSurface,3,train
CNT-Matrix-0404.tif,Matrix,2,train
CNT-Cluster-0453.tif,Cluster,1,train
CNT-Cluster-0309.tif,Cluster,1,train
CNT-Cluster-0274.tif,Cluster,1,train
CNT-Cluster-0378.tif,Cluster,1,train
CNT-Matrix-0361.tif,Matrix,2,train
CNT-MatrixSurface-0028.tif,MatrixSurface,3,train
CNT-Matrix-0106.tif,Matrix,2,train
CNT-Cluster-0403.tif,Cluster,1,train
CNT-Fiber-0040.tif,Fiber,0,train
CNT-Matrix-0184.tif,Matrix,2,train
CNT-MatrixSurface-0168.tif,MatrixSurface,3,train
CNT-Matrix-0416.tif,Matrix,2,train
CNT-Matrix-0447.tif,Matrix,2,train
CNT-MatrixSurface-0423.tif,MatrixSurface,3,train
CNT-Matrix-0165.tif,Matrix,2,train
CNT-Matrix-0396.tif,Matrix,2,train
CNT-Matrix-0277.tif,Matrix,2,train
CNT-Cluster-0285.tif,Cluster,1,train
CNT-Matrix-0043.tif,Matrix,2,train
CNT-MatrixSurface-0245.tif,MatrixSurface,3,train
CNT-MatrixSurface-0236.tif,MatrixSurface,3,train
CNT-Fiber-0140.tif,Fiber,0,train
CNT-Matrix-0372.tif,Matrix,2,train
CNT-MatrixSurface-0057.tif,MatrixSurface,3,train
CNT-MatrixSurface-0335.tif,MatrixSurface,3,train
CNT-MatrixSurface-0173.tif,MatrixSurface,3,train
CNT-Fiber-0341.tif,Fiber,0,train
CNT-Fiber-0093.tif,Fiber,0,train
CNT-Fiber-0201.tif,Fiber,0,train
CNT-Fiber-0178.tif,Fiber,0,train
CNT-MatrixSurface-0072.tif,MatrixSurface,3,train
CNT-MatrixSurface-0100.tif,MatrixSurface,3,train
CNT-Fiber-0097.tif,Fiber,0,train
CNT-Matrix-0173.tif,Matrix,2,train
CNT-MatrixSurface-0006.tif,MatrixSurface,3,train
CNT-MatrixSurface-0020.tif,MatrixSurface,3,train
CNT-Cluster-0317.tif,Cluster,1,train
CNT-MatrixSurface-0062.tif,MatrixSurface,3,train
CNT-Cluster-0416.tif,Cluster,1,train
CNT-MatrixSurface-0102.tif,MatrixSurface,3,train
CNT-Cluster-0311.tif,Cluster,1,train
CNT-Cluster-0082.tif,Cluster,1,train
CNT-Cluster-0368.tif,Cluster,1,train
CNT-Matrix-0246.tif,Matrix,2,train
CNT-Fiber-0412.tif,Fiber,0,train
CNT-Cluster-0458.tif,Cluster,1,train
CNT-Fiber-0310.tif,Fiber,0,train
CNT-Cluster-0132.tif,Cluster,1,train
CNT-Matrix-0114.tif,Matrix,2,train
CNT-Matrix-0032.tif,Matrix,2,train
CNT-Cluster-0129.tif,Cluster,1,train
CNT-Fiber-0199.tif,Fiber,0,train
CNT-Matrix-0031.tif,Matrix,2,train
CNT-MatrixSurface-0292.tif,MatrixSurface,3,train
CNT-Cluster-0407.tif,Cluster,1,train
CNT-MatrixSurface-1271.tif,MatrixSurface,3,train
CNT-Cluster-0367.tif,Cluster,1,train
CNT-Cluster-0024.tif,Cluster,1,train
CNT-Fiber-0209.tif,Fiber,0,train
CNT-MatrixSurface-0121.tif,MatrixSurface,3,train
CNT-Cluster-0076.tif,Cluster,1,train
CNT-Cluster-0030.tif,Cluster,1,train
CNT-Matrix-0211.tif,Matrix,2,train
CNT-Cluster-0340.tif,Cluster,1,train
CNT-Matrix-0304.tif,Matrix,2,train
CNT-Cluster-0287.tif,Cluster,1,train
CNT-Matrix-0269.tif,Matrix,2,train
CNT-MatrixSurface-0386.tif,MatrixSurface,3,train
CNT-MatrixSurface-0129.tif,MatrixSurface,3,train
CNT-Matrix-0265.tif,Matrix,2,train
CNT-Matrix-0201.tif,Matrix,2,train
CNT-Matrix-0251.tif,Matrix,2,train
CNT-Fiber-0414.tif,Fiber,0,train
CNT-Fiber-0454.tif,Fiber,0,train
CNT-MatrixSurface-0027.tif,MatrixSurface,3,train
CNT-Fiber-0053.tif,Fiber,0,train
CNT-Matrix-0278.tif,Matrix,2,train
CNT-Fiber-0328.tif,Fiber,0,train
CNT-Matrix-0217.tif,Matrix,2,train
CNT-MatrixSurface-0013.tif,MatrixSurface,3,train
CNT-Cluster-0018.tif,Cluster,1,train
CNT-MatrixSurface-0085.tif,MatrixSurface,3,train
CNT-Fiber-0348.tif,Fiber,0,train
CNT-MatrixSurface-0308.tif,MatrixSurface,3,train
CNT-Cluster-0369.tif,Cluster,1,train
CNT-MatrixSurface-0294.tif,MatrixSurface,3,train
CNT-MatrixSurface-0431.tif,MatrixSurface,3,train
CNT-Matrix-1709.tif,Matrix,2,train
CNT-Matrix-0315.tif,Matrix,2,train
CNT-Cluster-0249.tif,Cluster,1,train
CNT-MatrixSurface-0205.tif,MatrixSurface,3,train
CNT-MatrixSurface-0273.tif,MatrixSurface,3,train
CNT-Cluster-0375.tif,Cluster,1,train
CNT-Matrix-0337.tif,Matrix,2,train
CNT-Matrix-0360.tif,Matrix,2,train
CNT-MatrixSurface-1266.tif,MatrixSurface,3,train
CNT-MatrixSurface-0194.tif,MatrixSurface,3,train
CNT-Fiber-0308.tif,Fiber,0,train
CNT-Fiber-0004.tif,Fiber,0,train
CNT-Matrix-0146.tif,Matrix,2,train
CNT-Matrix-0350.tif,Matrix,2,train
CNT-Fiber-0224.tif,Fiber,0,train
